query,expected_intent,actual_intent,routing_score,precision@3,recall@3,f1@3,gen_score,latency
In which region does Nasus reside?,Graph,Vector,0,0.67,2.0,1.0,0,6.35
Who is Nasus's brother?,Graph,Vector,0,0.33,1.0,0.5,10,8.26
List all characters associated with Nasus.,Graph,Vector,0,0.0,0.0,0.0,10,6.62
What is Nasus's personality like?,Vector,Vector,1,0.0,0.0,0.0,10,8.72
How old is Nasus?,Vector,Vector,1,0.67,2.0,1.0,10,7.89
What are some of Nasus's titles or aliases?,Vector,Vector,1,0.0,0.0,0.0,5,12.26
Describe Nasus's appearance.,Vector,Vector,1,0.33,1.0,0.5,10,7.6
"Considering his role as a guardian and his ancient age, what is Nasus's primary concern in modern Shurima?",Hybrid,Vector,0,0.0,0.0,0.0,10,7.56
How did Nasus's duty in Shurima potentially conflict with his relationship with his brother Renekton?,Hybrid,Vector,0,0.0,0.0,0.0,0,7.87
Tell me about the sibling of the guardian of Shurima.,Adversarial,Vector,0,0.67,0.67,0.67,0,7.17
What is known about the traitor from the desert sands?,Adversarial,Vector,0,0.0,0.0,0.0,0,2.7
What are Nautilus's primary weapons?,Graph,Vector,0,0.0,0.0,0.0,10,5.96
In which region does Nautilus reside?,Graph,Vector,0,0.0,0.0,0.0,0,2.7
List characters related to Nautilus.,Graph,Vector,0,0.0,0.0,0.0,0,15.69
What was Nautilus's place of origin?,Graph,Vector,0,0.0,0.0,0.0,10,5.7
What events led to Nautilus becoming a revenant?,Vector,Vector,1,0.0,0.0,0.0,10,6.56
Describe Nautilus's appearance when he was alive.,Vector,Vector,1,0.0,0.0,0.0,10,8.1
What is Nautilus's current state of being?,Vector,Vector,1,0.0,0.0,0.0,10,7.85
How is Nautilus's colossal form depicted in lore?,Vector,Vector,1,0.0,0.0,0.0,10,7.21
"Given Nautilus's occupation as a guardian in Bilgewater, what is known about his dwelling in the Guardian's Sea?",Hybrid,Vector,0,0.33,0.33,0.33,10,7.99
"Considering his connection to Bilgewater, how does his physical transformation relate to his current residence?",Hybrid,Vector,0,0.0,0.0,0.0,0,8.76
Tell me about Nautilus's older brother.,Adversarial,Vector,0,0.0,0.0,0.0,10,4.94
Who is the betrayer associated with Nautilus?,Adversarial,Vector,0,0.0,0.0,0.0,0,2.85
What is Neeko's primary weapon or magic source?,Graph,Vector,0,0.0,0.0,0.0,10,5.0
Which region is Neeko from?,Graph,Vector,0,0.0,0.0,0.0,0,3.18
List characters related to Neeko.,Graph,Vector,0,0.0,0.0,0.0,10,2.24
Where did Neeko's tribe originate from?,Graph,Vector,0,0.0,0.0,0.0,10,5.9
Describe Neeko's early life experiences after the cataclysm.,Vector,Vector,1,0.0,0.0,0.0,4,19.81
"What happened to Neeko's tribe, the Oovi-Kat?",Vector,Vector,1,0.0,0.0,0.0,10,7.31
What were Neeko's feelings when she was alone on the driftwood?,Vector,Vector,1,0.0,0.0,0.0,0,4.59
What is Neeko's species and how does it relate to her abilities?,Vector,Vector,1,0.0,0.0,0.0,10,9.36
"How did Neeko's origins in Ixtal and her species, Oovi-Kat, shape her journey after the cataclysm?",Hybrid,Vector,0,0.0,0.0,0.0,4,17.81
"Given Neeko's connection to Nidalee and Rengar, what can be inferred about her relationship with the wild and untamed regions of Runeterra?",Hybrid,Vector,0,0.0,0.0,0.0,8,19.31
Who is Neeko's older brother and what role did they play in the cataclysm?,Adversarial,Vector,0,0.0,0.0,0.0,0,4.34
Who was the traitor that caused the destruction of the Oovi-Kat tribe?,Adversarial,Vector,0,0.0,0.0,0.0,0,1.9
What weapons does Nidalee utilize?,Graph,Vector,0,0.0,0.0,0.0,0,4.21
In which region does Nidalee primarily operate?,Graph,Vector,0,0.0,0.0,0.0,10,5.6
List the characters that are related to Nidalee.,Graph,Vector,0,0.0,0.0,0.0,10,3.97
Describe Nidalee's adoptive family structure.,Graph,Vector,0,0.0,0.0,0.0,10,11.31
How was Nidalee's early life shaped by the pakaa pack?,Vector,Vector,1,0.0,0.0,0.0,10,9.17
What are the characteristics of Nidalee's transformations?,Vector,Vector,1,0.0,0.0,0.0,2,7.88
What were Nidalee's feelings about outsiders during her youth?,Vector,Vector,1,0.0,0.0,0.0,5,10.34
What mysterious figures did Nidalee follow during a feverish state in her early life?,Vector,Vector,1,0.0,0.0,0.0,5,6.02
How did Nidalee's upbringing by the pakaa pack influence her skills and current role as a huntress?,Hybrid,Vector,0,0.0,0.0,0.0,10,11.86
How do Nidalee's transformations and pakaa upbringing relate to her challenges in the Shuriman Jungle?,Hybrid,Vector,0,0.0,0.0,0.0,10,15.99
Where was Nidalee abandoned by the betrayer?,Adversarial/Trap,Vector,0,0.0,0.0,0.0,0,3.81
What advice did Nidalee's sister give her about hunting?,Adversarial/Trap,Vector,0,0.0,0.0,0.0,0,7.73
What weapon does Nilah wield?,Graph,Vector,0,0.0,0.0,0.0,10,5.03
What regions is Nilah associated with?,Graph,Vector,0,0.0,0.0,0.0,10,5.7
Who is one of Nilah's related characters?,Graph,Vector,0,0.0,0.0,0.0,1,2.27
What is the true name of the demon Nilah is associated with?,Graph,Vector,0,0.0,0.0,0.0,10,6.77
How does the demon Ashlesh affect Nilah's emotions?,Vector,Vector,1,0.0,0.0,0.0,7,10.02
What are the theories about Nilah's ten years away?,Vector,Vector,1,0.0,0.0,0.0,10,8.96
What is the mythological significance of Nilah's name?,Vector,Vector,1,0.0,0.0,0.0,0,8.21
What kind of supernatural strength does Nilah possess?,Vector,Vector,1,0.0,0.0,0.0,9,6.83
"Given Nilah's association with Bilgewater and her monstrous hunting, what kind of challenges might she face there?",Hybrid,Vector,0,0.0,0.0,0.0,4,21.69
"How does Nilah's curse of perpetual joy influence her approach to fighting demons like Fiddlesticks, considering she's also part demon?",Hybrid,Vector,0,0.0,0.0,0.0,10,21.3
Who is Nilah's betrayer?,Adversarial/Trap,Vector,0,0.0,0.0,0.0,0,5.02
Tell me about Nilah's sibling.,Adversarial/Trap,Vector,0,0.0,0.0,0.0,0,7.6
What are Nocturne's primary weapons?,Graph,Vector,0,0.0,0.0,0.0,10,5.74
List characters related to Nocturne.,Graph,Vector,0,0.0,0.0,0.0,0,2.29
What is Nocturne's place of origin?,Graph,Vector,0,0.0,0.0,0.0,10,4.92
In which region does Nocturne primarily reside or operate?,Graph,Vector,0,0.0,0.0,0.0,1,3.86
Describe the circumstances surrounding Nocturne's creation during the Rune Wars.,Vector,Vector,1,0.0,0.0,0.0,8,7.47
Why did shadow magic become known as a forbidden art?,Vector,Vector,1,0.0,0.0,0.0,2,6.36
What was Nocturne's existence like in the Spirit Realm after the Rune Wars concluded?,Vector,Vector,1,0.0,0.0,0.0,6,7.34
How did Nocturne manage to manifest in the physical world?,Vector,Vector,1,0.0,0.0,0.0,5,2.96
How does Nocturne's origin in the Spirit Realm connect to its current presence in Demacia?,Hybrid,Vector,0,0.0,0.0,0.0,6,8.08
"Considering Nocturne's nature as a demon of nightmares, how does it relate to other demons like Evelynn and Tahm Kench?",Hybrid,Vector,0,0.0,0.0,0.0,2,9.27
Tell me about Nocturne's brother.,Adversarial/Trap,Vector,0,0.0,0.0,0.0,0,3.75
Who is the traitor that Nocturne seeks revenge against?,Adversarial/Trap,Vector,0,0.0,0.0,0.0,10,2.3
What weapons does Nunu use?,Graph,Vector,0,0.0,0.0,0.0,10,5.18
What region is Nunu from?,Graph,Vector,0,0.0,0.0,0.0,8,5.1
List characters related to Nunu.,Graph,Vector,0,0.0,0.0,0.0,0,1.77
What is Nunu's occupation?,Graph,Vector,0,0.0,0.0,0.0,10,4.55
Describe Nunu's early life with the Notai tribe.,Vector,Vector,1,0.0,0.0,0.0,10,8.81
What happened to Nunu's mother?,Vector,Vector,1,0.0,0.0,0.0,8,4.1
Tell me about Nunu's childhood and his mother's teachings.,Vector,Vector,1,0.0,0.0,0.0,7,12.2
What did Nunu learn from his mother Layka?,Vector,Vector,1,0.0,0.0,0.0,4,5.77
How did Nunu's Freljord upbringing and his mother's teachings influence his musical journey?,Hybrid,Vector,0,0.67,0.5,0.57,5,10.16
Describe Nunu's bond with Willump in the context of his nomadic Freljord life.,Hybrid,Vector,0,0.0,0.0,0.0,0,13.51
What is Nunu's relationship with his older brother?,Adversarial,Vector,0,0.0,0.0,0.0,0,3.66
Who betrayed Nunu's family?,Adversarial,Vector,0,0.0,0.0,0.0,0,1.81
" ""What factions does Olaf belong to?""", Graph,Vector,0,0.0,0.0,0.0,10,5.06
" ""What factions does Olaf belong to?""", Graph,Vector,0,0.0,0.0,0.0,10,0.95
What is Orianna's main weapon?,Graph,Vector,0,0.33,1.0,0.5,0,4.36
In which region was Orianna originally from?,Graph,Vector,0,0.0,0.0,0.0,10,5.47
Who is Orianna's father?,Graph,Vector,0,0.0,0.0,0.0,10,5.12
Name one character related to Orianna besides her father.,Graph,Vector,0,0.0,0.0,0.0,10,3.54
What happened to Orianna when she was young?,Vector,Vector,1,0.0,0.0,0.0,0,6.89
How was Orianna brought back to life after her death?,Vector,Vector,1,0.0,0.0,0.0,0,5.75
What drove Dr. Corin Reveck to conduct unethical experiments?,Vector,Vector,1,0.0,0.0,0.0,10,7.94
Describe Orianna's nature and role after her reconstruction.,Vector,Vector,1,0.0,0.0,0.0,4,13.15
Why did Orianna's father move to Zaun after his experiments in Piltover?,Hybrid,Vector,0,0.0,0.0,0.0,0,6.14
How did Orianna's reconstruction impact her father's standing in Piltover and their subsequent move?,Hybrid,Vector,0,0.0,0.0,0.0,6,10.83
What did Orianna's older brother do to her?,Adversarial,Vector,0,0.0,0.0,0.0,0,3.9
What is Orianna's main weapon?,Graph,Vector,0,0.33,1.0,0.5,0,4.23
In which region was Orianna originally from?,Graph,Vector,0,0.0,0.0,0.0,10,5.49
Who is Orianna's father?,Graph,Vector,0,0.0,0.0,0.0,10,5.13
Name one character related to Orianna besides her father.,Graph,Vector,0,0.0,0.0,0.0,10,3.54
What happened to Orianna when she was young?,Vector,Vector,1,0.0,0.0,0.0,0,6.97
How was Orianna brought back to life after her death?,Vector,Vector,1,0.0,0.0,0.0,0,5.66
What drove Dr. Corin Reveck to conduct unethical experiments?,Vector,Vector,1,0.0,0.0,0.0,10,7.91
Describe Orianna's nature and role after her reconstruction.,Vector,Vector,1,0.0,0.0,0.0,4,14.16
Why did Orianna's father move to Zaun after his experiments in Piltover?,Hybrid,Vector,0,0.0,0.0,0.0,0,6.1
How did Orianna's reconstruction impact her father's standing in Piltover and their subsequent move?,Hybrid,Vector,0,0.0,0.0,0.0,8,10.03
What did Orianna's older brother do to her?,Adversarial,Vector,0,0.0,0.0,0.0,0,3.12
Who was the traitor that caused Orianna's father to be dismissed?,Adversarial,Vector,0,0.0,0.0,0.0,0,3.38
List all weapons Ornn is known to wield.,Graph,Vector,0,0.0,0.0,0.0,10,7.16
Who are Ornn's siblings?,Graph,Vector,0,0.0,0.0,0.0,3,10.64
In which region does Ornn primarily reside?,Graph,Vector,0,0.0,0.0,0.0,10,5.13
Name one character related to Ornn.,Graph,Vector,0,0.0,0.0,0.0,1,2.36
Describe Ornn's personality based on his lore.,Vector,Vector,1,0.0,0.0,0.0,8,9.48
What event led to Ornn gaining the power of the primordial flame?,Vector,Vector,1,0.0,0.0,0.0,10,5.1
How did Ornn shape the landscape of the Freljord in his youth?,Vector,Vector,1,0.0,0.0,0.0,9,3.56
What was Ornn's motivation for dedicating himself to forging tools and weapons?,Vector,Vector,1,0.0,0.0,0.0,10,9.7
How did Ornn's act of reshaping the Freljord contribute to his role as a smith?,Hybrid,Vector,0,0.0,0.0,0.0,8,10.37
"Describe the relationship between Ornn and his brother Volibear, considering their shared origin in the Freljord.",Hybrid,Vector,0,0.0,0.0,0.0,10,20.69
Who is the betrayer associated with Ornn's brother?,Adversarial,Vector,0,0.0,0.0,0.0,0,4.1
Tell me about the youngest sister of Ornn.,Adversarial,Vector,0,0.0,0.0,0.0,1,6.65
What weapons does Pantheon wield?,Graph,Vector,0,0.0,0.0,0.0,5,6.21
In which regions is Pantheon primarily active?,Graph,Vector,0,0.0,0.0,0.0,10,7.83
Who are some of Pantheon's key related characters?,Graph,Vector,0,0.0,0.0,0.0,0,9.14
Describe the bond between Atreus and Pylas.,Graph,Vector,0,0.0,0.0,0.0,7,8.84
Tell me about Atreus's early life and training on Mount Targon.,Vector,Vector,1,0.0,0.0,0.0,10,9.57
What defining qualities does Atreus possess in his fighting spirit?,Vector,Vector,1,0.0,0.0,0.0,10,5.73
What was Atreus's role and experience as a Ra'Horak warrior?,Vector,Vector,1,0.0,0.0,0.0,8,5.5
What is the lore significance of the 'Aspect of War' for Pantheon?,Vector,Vector,1,0.0,0.0,0.0,10,21.58
How did Atreus's endurance on Targon influence his destiny?,Hybrid,Vector,0,0.0,0.0,0.0,8,8.25
What significance does the Aegis of Zeonia hold within Pantheon's arsenal and lore?,Hybrid,Vector,0,0.0,0.0,0.0,10,19.58
Tell me about Atreus's best friend and his brother.,Adversarial,Vector,0,0.0,0.0,0.0,8,4.96
Who is the traitor that Atreus fought?,Adversarial,Vector,0,0.0,0.0,0.0,0,2.14
What is the name of Poppy's primary weapon?,Graph,Vector,0,0.0,0.0,0.0,10,4.22
In which region is Poppy known to be a hero?,Graph,Vector,0,0.0,0.0,0.0,10,6.31
Who are some characters that share a connection with Poppy?,Graph,Vector,0,0.0,0.0,0.0,0,4.68
What is Poppy's role or occupation?,Graph,Vector,0,0.0,0.0,0.0,4,6.51
Describe Poppy's feelings about other Yordles in Bandle City.,Vector,Vector,1,0.0,0.0,0.0,10,11.62
What motivated Poppy to leave Bandle City and travel to human lands?,Vector,Vector,1,0.0,0.0,0.0,10,6.47
What specific quality did Poppy admire in the human settlers she encountered?,Vector,Vector,1,0.0,0.0,0.0,5,4.31
What aspect of Poppy's personality was alien to her compared to other Yordles?,Vector,Vector,1,0.0,0.0,0.0,9,6.06
How does Poppy's Yordle nature and search for purpose manifest in her role as Hero of Demacia?,Hybrid,Vector,0,0.0,0.0,0.0,8,14.23
"Considering her background, what kind of beings would Poppy seek out in Demacia for their sense of purpose?",Hybrid,Vector,0,0.0,0.0,0.0,9,10.18
Does Poppy have an older brother who betrayed her?,Adversarial/Trap,Vector,0,0.0,0.0,0.0,0,5.9
"Who is Poppy's most trusted female companion in Demacia, excluding Lulu?",Adversarial/Trap,Vector,0,0.0,0.0,0.0,0,4.61
What is Qiyana's signature weapon?,Graph,Vector,0,1.0,3.0,1.5,0,4.53
In which region does Qiyana hail from?,Graph,Vector,0,1.0,3.0,1.5,8,5.95
List the names of Qiyana's known sisters.,Graph,Vector,0,0.0,0.0,0.0,6,5.63
What is the name of Qiyana's ancestral home?,Graph,Vector,0,0.33,1.0,0.5,10,5.56
Describe Qiyana's early feelings about her place in the royal succession.,Vector,Vector,1,0.0,0.0,0.0,8,11.57
What kind of elemental magic did Qiyana train in?,Vector,Vector,1,0.0,0.0,0.0,5,6.57
What event led Qiyana to believe she should claim the throne?,Vector,Vector,1,0.0,0.0,0.0,10,6.36
What historical event is mentioned in relation to Qiyana's lore that involved Piltovan miners?,Vector,Vector,1,0.0,0.0,0.0,1,4.23
How did Qiyana's upbringing in Ixaocan contribute to her ambition for power within Ixtal?,Hybrid,Vector,0,0.0,0.0,0.0,9,8.96
Explain the connection between Qiyana's elemental magic training and her claim to the Yun Tal throne in Ixtal.,Hybrid,Vector,0,0.0,0.0,0.0,10,14.77
Who is Qiyana's closest male relative?,Adversarial,Vector,0,0.0,0.0,0.0,0,2.75
Tell me about the betrayal Qiyana orchestrated against her rivals.,Adversarial,Vector,0,0.0,0.0,0.0,0,31.81
What weapon does Quinn use in combat?,Graph intent,Vector,0,0.0,0.0,0.0,0,6.32
Who is Quinn's twin brother?,Graph intent,Vector,0,0.33,1.0,0.5,10,5.24
What region is Quinn from?,Graph intent,Vector,0,0.33,1.0,0.5,8,5.18
What faction is Quinn associated with?,Graph intent,Vector,0,0.33,1.0,0.5,10,4.93
What were Quinn and Caleb's early interests after seeing knights?,Vector intent,Vector,0,0.0,0.0,0.0,5,5.25
Describe the circumstances leading to Caleb's death.,Vector intent,Vector,0,0.0,0.0,0.0,10,5.31
What skills did Quinn develop from ranging in the wilds?,Vector intent,Vector,0,0.0,0.0,0.0,9,4.48
What was Quinn's father's profession?,Vector intent,Vector,0,0.0,0.0,0.0,10,5.82
"How did Quinn's upbringing in Uwendale, influenced by both her father's trade and mother's background, shape her ranger skills?",Hybrid intent,Vector,0,0.0,0.0,0.0,8,11.74
"Considering Quinn's twin brother Caleb died during a hunt, what specific role did the wounded Tuskvore play in the incident?",Hybrid intent,Vector,0,0.0,0.0,0.0,10,6.66
What did the traitor say to Quinn?,Adversarial/Trap intent,Vector,0,0.0,0.0,0.0,0,4.37
Tell me about the betrayal by Quinn's brother.,Adversarial/Trap intent,Vector,0,0.0,0.0,0.0,0,7.61
What weapon does Rammus use?,Graph,Vector,0,0.0,0.0,0.0,0,4.26
In which region does Rammus primarily roam?,Graph,Vector,0,0.0,0.0,0.0,10,4.48
Who is Rammus related to?,Graph,Vector,0,0.0,0.0,0.0,0,4.75
What is Rammus's species or place of origin?,Graph,Vector,0,0.0,0.0,0.0,10,5.06
What is Rammus's history before the Rune Wars?,Vector,Vector,1,0.0,0.0,0.0,1,7.25
How was Rammus perceived in ancient Shurima?,Vector,Vector,1,0.0,0.0,0.0,10,5.94
How did Rammus survive the Rune Wars?,Vector,Vector,1,0.0,0.0,0.0,0,6.62
Describe a specific event where Rammus intervened.,Vector,Vector,1,0.0,0.0,0.0,8,6.84
"Considering Rammus's ancient Shuriman origins as a guardian spirit, why might he have intervened in the Siram fortress incident?",Hybrid,Vector,0,0.0,0.0,0.0,9,11.03
"What happened to the fortress in Siram, and how does this event relate to Rammus's current nomadic lifestyle in Shurima?",Hybrid,Vector,0,0.0,0.0,0.0,9,8.61
"Given Rammus was depicted among ancient Shuriman demigods, could he have been a traitor?",Adversarial,Vector,0,0.0,0.0,0.0,0,4.79
Does Rammus have any known siblings?,Adversarial,Vector,0,0.0,0.0,0.0,0,4.02
What weapons does Rek'Sai use?,Graph,Vector,0,0.0,0.0,0.0,0,5.03
Who created Rek'Sai?,Graph,Vector,0,0.0,0.0,0.0,10,4.84
What region is Rek'Sai's primary domain?,Graph,Vector,0,0.0,0.0,0.0,5,5.25
List characters that are related to Rek'Sai.,Graph,Vector,0,0.0,0.0,0.0,5,7.08
Describe Rek'Sai's primal instincts and motivations.,Vector,Vector,1,0.0,0.0,0.0,10,22.99
What was Rek'Sai's early life like in the Void?,Vector,Vector,1,0.0,0.0,0.0,5,11.85
How did Rek'Sai's arrival impact Shurima?,Vector,Vector,1,0.0,0.0,0.0,9,11.73
What is Rek'Sai's role as the queen of the Xer'Sai?,Vector,Vector,1,0.0,0.0,0.0,10,9.8
How did Rek'Sai's predatory actions in Shurima contribute to its fearsome reputation?,Hybrid,Vector,0,0.0,0.0,0.0,10,8.2
Describe the significance of the Xer'Sai as Rek'Sai's brood in the context of their Void origins.,Hybrid,Vector,0,0.0,0.0,0.0,8,24.51
What is the relationship between Rek'Sai and her purported 'sister queen' from the Void?,Adversarial,Vector,0,0.0,0.0,0.0,0,12.59
Who is the 'traitor' mentioned in relation to Rek'Sai's history?,Adversarial,Vector,0,0.0,0.0,0.0,0,7.04
What combat abilities does Rell utilize?,Graph,Vector,0,0.0,0.0,0.0,5,7.64
Who is Rell's mother mentioned in her family history?,Graph,Vector,0,0.0,0.0,0.0,10,6.09
In which region was Rell born?,Graph,Vector,0,0.0,0.0,0.0,10,4.3
Which faction did Rell informally join through House Medarda?,Graph,Vector,0,0.0,0.0,0.0,4,4.72
Can you describe Rell's early life circumstances in Qualthala?,Vector,Vector,1,0.0,0.0,0.0,8,10.29
What specific skill did Rell develop at her mother's estate in the Bloodcliffs?,Vector,Vector,1,0.0,0.0,0.0,10,6.15
What happened to Rell's family's estate in the Bloodcliffs?,Vector,Vector,1,0.0,0.0,0.0,10,6.23
To which area of Noxus did Rell's family relocate due to their financial difficulties?,Vector,Vector,1,0.0,0.0,0.0,0,2.3
How did the decline of House Canwell in Noxus affect Rell's childhood environment?,Hybrid,Vector,0,0.0,0.0,0.0,9,8.6
"Considering Rell's noble origins, what was her experience like after moving to the slums of Bel'zhun?",Hybrid,Vector,0,0.0,0.0,0.0,5,8.58
Is Rell's brother mentioned in her family history?,Adversarial,Vector,0,0.0,0.0,0.0,0,5.7
Did anyone betray Rell according to her background story?,Adversarial,Vector,0,0.0,0.0,0.0,10,9.85
List all weapons used by Renata Glasc.,Graph,Vector,0,0.0,0.0,0.0,8,7.75
Which characters are related to Renata Glasc?,Graph,Vector,0,0.0,0.0,0.0,10,6.3
What are Renata Glasc's main occupations?,Graph,Vector,0,0.0,0.0,0.0,10,7.11
Where did Renata Glasc originate from?,Graph,Vector,0,0.33,1.0,0.5,10,0.88
What was the primary motivation behind Renata Glasc's parents' alchemical research?,Vector,Vector,1,0.0,0.0,0.0,6,5.02
Why did the Piltover clans target Renata Glasc's parents?,Vector,Vector,1,0.0,0.0,0.0,8,4.27
Describe Renata Glasc's early approach to business in Zaun.,Vector,Vector,1,0.0,0.0,0.0,10,11.76
What does Renata Glasc's upbringing reveal about her values regarding wealth?,Vector,Vector,1,0.0,0.0,0.0,9,8.21
"How did the violent end of her parents in Zaun, orchestrated by Piltover clans, influence Renata Glasc's rise as a Chem-Baroness?",Hybrid,Vector,0,0.0,0.0,0.0,10,12.1
"Considering her role as founder of Glasc Industries and her status as a Chem-Baroness in Zaun, what was the strategic importance of her parents' life-prolonging medicine research?",Hybrid,Vector,0,0.0,0.0,0.0,5,12.17
Tell me about Renata Glasc's brother.,Adversarial,Vector,0,0.0,0.0,0.0,0,6.01
What was the impact of Renata Glasc's sister on her career?,Adversarial,Vector,0,0.0,0.0,0.0,0,5.03
What weapon does Renekton primarily use?,Graph,Vector,0,0.0,0.0,0.0,5,4.26
Who is Renekton's brother?,Graph,Vector,0,0.0,0.0,0.0,10,5.32
In which region does Renekton currently reside?,Graph,Vector,0,0.0,0.0,0.0,10,5.02
List three characters related to Renekton.,Graph,Vector,0,0.0,0.0,0.0,2,6.0
Describe Renekton's childhood personality.,Vector,Vector,1,0.0,0.0,0.0,8,7.21
What historical roles did Renekton hold in ancient Shurima?,Vector,Vector,1,0.0,0.0,0.0,9,10.29
How did Renekton's early life fighting influence his military career?,Vector,Vector,1,0.0,0.0,0.0,0,9.04
What motivated Renekton's continuous engagement in fights during his youth?,Vector,Vector,1,0.0,0.0,0.0,10,5.97
How did Renekton's innate ferocity contribute to his role as Gatekeeper of Shurima?,Hybrid,Vector,0,0.0,0.0,0.0,5,8.44
"How did Renekton's relationship with his brother, Nasus, reveal his independent spirit before their ascension?",Hybrid,Vector,0,0.0,0.0,0.0,10,8.58
"What is the name of Renekton's sister, who is known for her betrayal?",Adversarial/Trap,Vector,0,0.0,0.0,0.0,0,6.25
"Besides Nasus, what other brother of Renekton was a traitor to Shurima?",Adversarial/Trap,Vector,0,0.0,0.0,0.0,0,6.04
What are Rengar's primary weapons?,Graph,Vector,0,0.0,0.0,0.0,10,7.11
In which region does Rengar primarily operate?,Graph,Vector,0,0.67,2.0,1.0,0,3.21
Who is Rengar's father?,Graph,Vector,0,0.33,1.0,0.5,8,6.01
Name a character from Ixtal that Rengar is associated with.,Graph,Vector,0,0.0,0.0,0.0,0,5.48
Describe Rengar's early life struggles.,Vector,Vector,1,0.0,0.0,0.0,1,10.62
What was the core value of Rengar's Kiilash tribe?,Vector,Vector,1,0.0,0.0,0.0,8,6.7
How did Rengar survive after fleeing his tribe?,Vector,Vector,1,0.0,0.0,0.0,9,5.44
What was Rengar's father's initial belief about his son?,Vector,Vector,1,0.0,0.0,0.0,8,5.92
"Rengar's father, Ponjaf, was chieftain of the Kiilash tribe in Ixtal. What core societal value did this tribe uphold, and how did Rengar's upbringing contrast with it?",Hybrid,Vector,0,0.0,0.0,0.0,8,10.78
"Rengar was nearly killed by a human hunter named Markon. How did this encounter, despite being a moment of peril, contribute to Rengar's survival and his hope to rejoin his tribe?",Hybrid,Vector,0,0.0,0.0,0.0,8,9.66
Who is the traitor in Rengar's story?,Adversarial,Vector,0,0.0,0.0,0.0,0,8.36
What weapon is Rhaast primarily known for?,Graph,Vector,0,0.67,2.0,1.0,2,7.04
In which regions has Rhaast been present according to the lore?,Graph,Vector,0,0.33,1.0,0.5,8,3.88
Who is Rhaast's fellow Ascended who guided his Ascension ceremony?,Graph,Vector,0,0.0,0.0,0.0,10,5.88
What are some of Rhaast's aliases?,Graph,Vector,0,0.33,1.0,0.5,10,6.28
What were Rhaast's dominant personality traits before the Shuriman Empire's fall?,Vector,Vector,1,0.0,0.0,0.0,0,4.87
What happened to the Ascended after the fall of the Shuriman Empire that led to them being called Darkin?,Vector,Vector,1,0.0,0.0,0.0,6,6.5
What did Rhaast gift to a friend before his Ascension ceremony?,Vector,Vector,1,0.0,0.0,0.0,0,2.36
What became of the Ascended's purpose after the Void and the Shuriman Empire fell?,Vector,Vector,1,0.0,0.0,0.0,10,5.8
"After the fall of the Shuriman Empire and their subsequent conflicts, where did Rhaast eventually make his way to?",Hybrid,Vector,0,0.0,0.0,0.0,6,6.26
How did Rhaast's relationship with his fellow Ascended like Zaahen evolve after the Shuriman Empire's fall?,Hybrid,Vector,0,0.0,0.0,0.0,0,12.61
Describe the relationship between Rhaast and the character referred to as 'Brother'.,Adversarial,Vector,0,0.0,0.0,0.0,0,12.13
When did Rhaast fight against the traitors who wronged him?,Adversarial,Vector,0,0.0,0.0,0.0,1,6.48
What region is the Rift Herald from?,Graph,Vector,0,0.0,0.0,0.0,10,2.93
What species is the Rift Herald?,Graph,Vector,0,0.67,2.0,1.0,10,2.79
What are the known aliases of the Rift Herald?,Graph,Vector,0,0.0,0.0,0.0,5,2.2
Where does the Rift Herald currently reside on Runeterra?,Graph,Vector,0,0.0,0.0,0.0,10,4.64
How does the Rift Herald adapt to its surroundings?,Vector,Vector,1,0.0,0.0,0.0,9,6.15
What specific creature did the Rift Herald consume that influenced its appearance?,Vector,Vector,1,0.0,0.0,0.0,10,3.78
Is the Rift Herald a singular entity or part of a larger group of its kind?,Vector,Vector,1,0.0,0.0,0.0,0,3.61
"What common characteristic do Voidborn creatures, like the Rift Herald, share in their appearance?",Vector,Vector,1,0.0,0.0,0.0,1,5.14
"Considering the Rift Herald is a Voidborn, explain how its consumption of a Scuttle Crab modified its physical form.",Hybrid,Vector,0,0.0,0.0,0.0,10,9.12
"The Rift Herald is described as residing on Runeterra and having a bipedal form with claws and a tail, while also being a Voidborn. How do these aspects of its nature and location interact in its appearance?",Hybrid,Vector,0,0.67,0.67,0.67,4,8.25
Is the Rift Herald a traitor?,Adversarial,Vector,0,0.0,0.0,0.0,0,3.24
Does the Rift Herald have an older brother?,Adversarial,Vector,0,0.0,0.0,0.0,0,1.95
What weapons does Riven wield?,Graph,Vector,0,0.0,0.0,0.0,10,4.56
In which regions has Riven lived or served?,Graph,Vector,0,0.0,0.0,0.0,6,8.57
Who are Riven's adopted parents mentioned in her history?,Graph,Vector,0,0.0,0.0,0.0,10,8.02
Who were Riven's sisters-in-arms within the Fury Company?,Graph,Vector,0,0.0,0.0,0.0,10,5.99
What motivated Riven to join the Noxian Empire as a soldier?,Vector,Vector,1,0.0,0.0,0.0,10,5.92
Describe Riven's upbringing as an orphan in Trevale.,Vector,Vector,1,0.0,0.0,0.0,10,10.68
How did Riven master the use of a longsword despite its size?,Vector,Vector,1,0.0,0.0,0.0,4,5.98
What was Riven's perception of the bonds she formed with her fellow soldiers?,Vector,Vector,1,0.0,0.0,0.0,10,6.95
What led Riven to serve as a Guardian of Ionia after her Noxian military career?,Hybrid,Vector,0,0.0,0.0,0.0,2,7.24
